,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language,Era,Combined_Features
284,Na Ghar Ke Na Ghaat Ke,2010,,6.1,269,comedy drama,hindi,after_2000,comedy drama hindi after_2000
285,Therottam,2019,117 min,6.4,0,action thriller,malayalam,after_2000,action thriller malayalam after_2000
286,Shaadi Aur Barbadi,1991,,6.4,0,comedy,hindi,1990_2000,comedy hindi 1990_2000
287,SHUDRA: The Untouchables,2011,116 min,7.8,23,drama family history,hindi,after_2000,drama family history hindi after_2000
288,Mazaa Mazaa,2005,99 min,2.8,57,romance,hindi,after_2000,romance hindi after_2000
289,Har Din Pyar Ke Din,1990,,6.4,0,thriller,hindi,1990_2000,thriller hindi 1990_2000
290,Chor Na Bhai Ghanti Chor,2016,136 min,6.4,0,drama,gujarati,after_2000,drama gujarati after_2000
291,Ek Gadi Baaki Anadi,1988,135 min,7.7,15,comedy,marathi,1980_1990,comedy marathi 1980_1990
292,Army,1996,153 min,4.3,1591,action drama,hindi,1990_2000,action drama hindi 1990_2000
293,Mera Suhag,1987,138 min,6.4,0,drama family,hindi,1980_1990,drama family hindi 1980_1990
294,Kamsale Kaisale,2012,90 min,6.4,0,drama,kannada,after_2000,drama kannada after_2000
295,Bottu Katuka,1979,136 min,6.4,0,drama,telugu,before_1980,drama telugu before_1980
296,Atmatyag,2012,,6.4,0,drama,bengali,after_2000,drama bengali after_2000
297,Manju,1983,,7.6,5,drama,malayalam,1980_1990,drama malayalam 1980_1990
298,Thakur Jarnail Singh,1966,,5.0,9,action,hindi,before_1980,action hindi before_1980
299,Premleela,2015,,6.4,0,action romance,bhojpuri,after_2000,action romance bhojpuri after_2000
300,Munnudi,2000,108 min,6.6,12,family,kannada,after_2000,family kannada after_2000
301,Halli Mestru,1992,162 min,6.9,56,comedy drama,kannada,1990_2000,comedy drama kannada 1990_2000
302,Licence,1976,,6.4,0,drama,punjabi,before_1980,drama punjabi before_1980
303,Kitty Party,2019,134 min,3.8,5,action comedy,punjabi,after_2000,action comedy punjabi after_2000
304,Ajnabi Lage Zindagi,2019,,6.4,0,drama,urdu,after_2000,drama urdu after_2000
305,Sangarshana,1983,,7.1,25,action drama family,telugu,1980_1990,action drama family telugu 1980_1990
306,Cool Boys Hot Girls,2012,125 min,6.4,0,comedy,telugu,after_2000,comedy telugu after_2000
307,Jeethu,2013,,6.4,0,drama,kannada,after_2000,drama kannada after_2000
308,Once Upon a Time in Mumbaai Dobara,2013,160 min,4.6,6698,action crime drama,hindi,after_2000,action crime drama hindi after_2000
309,Akaash Ganga,1990,,6.4,0,action,hindi,1990_2000,action hindi 1990_2000
310,Kabhi Yuh Bhi Toh Ho,2014,102 min,6.4,0,family,hindi,after_2000,family hindi after_2000
311,Aadi Shakti,1992,,6.4,0,action,hindi,1990_2000,action hindi 1990_2000
312,Appavi Kateri,2015,,6.4,0,drama,tamil,after_2000,drama tamil after_2000
313,Kanyavanangal,2019,122 min,6.4,0,drama,malayalam,after_2000,drama malayalam after_2000
314,Little Singham: Kaal Ka Badla,2020,69 min,5.1,9,animation action,hindi,after_2000,animation action hindi after_2000
315,Ek Doctor Ki Maut,1990,122 min,8.3,1309,biography drama,hindi,1990_2000,biography drama hindi 1990_2000
316,The Train,1970,138 min,6.4,148,action crime mystery,hindi,before_1980,action crime mystery hindi before_1980
317,Lala Begum,2016,58 min,6.5,21,drama thriller,urdu,after_2000,drama thriller urdu after_2000
318,Ved Lavi Jeeva,2010,,7.2,14,drama,marathi,after_2000,drama marathi after_2000
319,Ravoyi Chandamama,1999,,4.9,186,drama romance,telugu,1990_2000,drama romance telugu 1990_2000
320,Aakhri Ghulam,1989,171 min,5.0,32,action crime drama,hindi,1980_1990,action crime drama hindi 1980_1990
321,Ek Dopahar (An Afternoon),2021,90 min,6.4,0,drama,hindi,after_2000,drama hindi after_2000
322,Evadu Thakkuva Kadu,2019,125 min,7.5,21,action,telugu,after_2000,action telugu after_2000
323,Veera Ranachandi,2017,138 min,6.4,0,drama,kannada,after_2000,drama kannada after_2000
324,Sasanam,2006,154 min,6.1,16,drama,tamil,after_2000,drama tamil after_2000
325,Krishna Cottage,2004,124 min,5.1,1004,horror mystery,hindi,after_2000,horror mystery hindi after_2000
326,Sankarabharanam,1980,143 min,8.7,1985,drama music romance,telugu,1980_1990,drama music romance telugu 1980_1990
327,Ghulam Begum Badshah,1956,124 min,6.6,5,drama history,hindi,before_1980,drama history hindi before_1980
328,Bombay Rose,2019,97 min,6.1,440,animation drama romance,hindi,after_2000,animation drama romance hindi after_2000
329,Ratha Kanneer,1954,154 min,8.1,306,drama,tamil,before_1980,drama tamil before_1980
330,Utthaan,1989,,6.4,0,drama,hindi,1980_1990,drama hindi 1980_1990
331,Jaanmoni Vol - 1,2008,70 min,6.4,0,musical romance,assamese,after_2000,musical romance assamese after_2000
332,Badhti Ka Naam Dadhi,1974,,6.7,37,drama,hindi,before_1980,drama hindi before_1980
333,Neeye Nijam,2005,,6.4,0,drama,tamil,after_2000,drama tamil after_2000
334,Madhanam,2019,128 min,8.9,9,comedy romance,telugu,after_2000,comedy romance telugu after_2000
335,Hyderabad Ki Nazneen,1952,,6.4,0,drama,hindi,before_1980,drama hindi before_1980
336,Daakghor,2018,46 min,6.4,0,drama,bengali,after_2000,drama bengali after_2000
337,Coolie,2004,,6.3,26,action,bhojpuri,after_2000,action bhojpuri after_2000
338,Ilamura Thamburan,1998,,4.7,6,drama,malayalam,1990_2000,drama malayalam 1990_2000
339,Khoon Pasina,1977,210 min,6.2,352,action drama,hindi,before_1980,action drama hindi before_1980
340,Seeta Salma Suzy,1992,,6.4,0,action,hindi,1990_2000,action hindi 1990_2000
341,Ganesh,2009,,5.0,257,romance,telugu,after_2000,romance telugu after_2000
342,Iron Man,2008,126 min,7.9,954861,action adventure sci-fi,urdu,after_2000,action adventure sci-fi urdu after_2000
343,Shiva Sainya,1996,138 min,8.5,12,action drama,kannada,1990_2000,action drama kannada 1990_2000
344,Pita Maata Santan,1997,136 min,6.4,0,action drama romance,bengali,1990_2000,action drama romance bengali 1990_2000
345,Punnagai Poove,2003,,5.6,22,romance,tamil,after_2000,romance tamil after_2000
346,Ek Musafir Ek Hasina,1962,,6.6,48,action comedy mystery,oriya,before_1980,action comedy mystery oriya before_1980
347,Samhaara,2018,,6.0,43,action thriller,kannada,after_2000,action thriller kannada after_2000
348,Aro Oral,2017,,8.3,15,short mystery,malayalam,after_2000,short mystery malayalam after_2000
349,1 Pandhu 4 Run 1 Wicket,2014,107 min,6.4,0,drama,tamil,after_2000,drama tamil after_2000
350,Zid,2014,126 min,4.4,1066,crime romance thriller,hindi,after_2000,crime romance thriller hindi after_2000
351,Ayalathe Sundari,1974,168 min,7.1,8,comedy musical,malayalam,before_1980,comedy musical malayalam before_1980
352,Inakkilly,1984,,6.4,0,drama romance,malayalam,1980_1990,drama romance malayalam 1980_1990
353,Sampoorna Mahabharat,1983,155 min,7.8,10,action adventure drama,gujarati,1980_1990,action adventure drama gujarati 1980_1990
354,Pratibad,1971,,6.4,0,drama,bengali,before_1980,drama bengali before_1980
355,Izzatdaar,1990,172 min,5.2,177,action crime drama,hindi,1990_2000,action crime drama hindi 1990_2000
356,Minor Raja,1991,,6.5,13,comedy,telugu,1990_2000,comedy telugu 1990_2000
357,Ullasappoonkattu,1997,,4.8,54,comedy,malayalam,1990_2000,comedy malayalam 1990_2000
358,Salaar,2022,,6.4,0,action,kannada,after_2000,action kannada after_2000
359,Tan-Badan,1986,115 min,5.1,37,drama,hindi,1980_1990,drama hindi 1980_1990
360,Miss Priyambada,1967,93 min,7.1,12,romance,bengali,before_1980,romance bengali before_1980
361,Devar,1966,156 min,7.2,81,crime drama romance,hindi,before_1980,crime drama romance hindi before_1980
362,Naaji,1959,,6.4,0,drama,punjabi,before_1980,drama punjabi before_1980
363,Kuch Der Aur,2018,65 min,8.5,41,drama,hindi,after_2000,drama hindi after_2000
364,Krantiveer: The Revolution,2010,159 min,4.6,19,action crime drama,hindi,after_2000,action crime drama hindi after_2000
365,Manasupaddanu Kani,2000,,6.4,0,romance,telugu,after_2000,romance telugu after_2000
366,Dak Babu,1954,124 min,6.4,0,drama family,hindi,before_1980,drama family hindi before_1980
367,Chhalaang,2020,136 min,6.4,15444,comedy drama,hindi,after_2000,comedy drama hindi after_2000
368,Kallan Avaran,2019,21 min,6.4,0,short drama,malayalam,after_2000,short drama malayalam after_2000
369,Mastuto Bhai,1934,,6.4,0,drama,bengali,before_1980,drama bengali before_1980
370,Tuesdays and Fridays,2021,106 min,4.5,407,comedy musical romance,hindi,after_2000,comedy musical romance hindi after_2000
371,Varna Vasanthangal,2016,128 min,6.4,0,drama,malayalam,after_2000,drama malayalam after_2000
372,Father Chitti Umaa Kaarthik,2021,,6.5,30,drama,telugu,after_2000,drama telugu after_2000
373,Mr. India,1987,179 min,7.8,14265,action comedy drama,hindi,1980_1990,action comedy drama hindi 1980_1990
374,Chukkan,1994,158 min,5.0,23,drama,malayalam,1990_2000,drama malayalam 1990_2000
375,Kushthi,2006,,6.4,0,comedy,tamil,after_2000,comedy tamil after_2000
376,Bilu: A demon within,2017,128 min,7.1,133,drama fantasy,bengali,after_2000,drama fantasy bengali after_2000
377,Leather Life,2015,118 min,6.5,10,drama,punjabi,after_2000,drama punjabi after_2000
378,Hum Tum Pe Marte Hain,1999,165 min,5.3,483,comedy drama romance,hindi,1990_2000,comedy drama romance hindi 1990_2000
379,Vaettiya Madichu Kattu,1998,,5.5,19,comedy,tamil,1990_2000,comedy tamil 1990_2000
380,Nenu Nene Ramune,2018,105 min,6.4,0,drama,telugu,after_2000,drama telugu after_2000
381,Laal Joda,2001,118 min,6.4,0,thriller,hindi,after_2000,thriller hindi after_2000
382,"Brakefail, The 4 mechanics",2010,,6.4,0,comedy,bengali,after_2000,comedy bengali after_2000
383,Borbaad,2014,140 min,5.4,197,action drama romance,bengali,after_2000,action drama romance bengali after_2000
384,Meera Ke Girdhar,1992,,6.4,0,drama,hindi,1990_2000,drama hindi 1990_2000
385,Zehreeli,1977,,6.4,0,action crime mystery,hindi,before_1980,action crime mystery hindi before_1980
386,Champion Thomas,1990,107 min,5.6,8,comedy,malayalam,1990_2000,comedy malayalam 1990_2000
387,Maa Daivam,1976,,6.4,0,musical,telugu,before_1980,musical telugu before_1980
388,Saanjhbatir Roopkathara,2002,120 min,6.2,145,drama family,bengali,after_2000,drama family bengali after_2000
389,Manasa,2013,,6.4,0,drama,kannada,after_2000,drama kannada after_2000
390,Ladki Sahyadri Ki,1966,,5.0,9,musical drama,hindi,before_1980,musical drama hindi before_1980
391,Darshan: The Embrace,2005,92 min,6.4,184,documentary,malayalam,after_2000,documentary malayalam after_2000
392,Johra Bai,2000,,6.4,0,action,hindi,after_2000,action hindi after_2000
393,Har Har Byomkesh,2015,113 min,6.8,852,action thriller,bengali,after_2000,action thriller bengali after_2000
394,Chaalbaaz Leader,1970,,6.4,0,drama,hindi,before_1980,drama hindi before_1980
395,Nistaran,2019,92 min,6.4,0,drama,hindi,after_2000,drama hindi after_2000
396,Do Haath 100 Bandooken,1974,,6.4,0,action,hindi,before_1980,action hindi before_1980
397,Ruby,1986,,6.4,0,drama,urdu,1980_1990,drama urdu 1980_1990
398,Ostittey Amar Desh,2007,,7.6,9,war,bengali,after_2000,war bengali after_2000
399,Salawati,2008,82 min,6.4,0,drama,tamil,after_2000,drama tamil after_2000
400,Armaan,2013,140 min,6.8,43,comedy drama romance,oriya,after_2000,comedy drama romance oriya after_2000
401,Purano Bullet,2019,,6.4,0,drama,nepali,after_2000,drama nepali after_2000
402,Vinayakudu,2008,133 min,7.2,79,comedy romance,tamil,after_2000,comedy romance tamil after_2000
403,Jalladon Ka Jallad,2004,,6.4,0,action,hindi,after_2000,action hindi after_2000
404,Bhinna,2019,95 min,7.4,28,thriller,kannada,after_2000,thriller kannada after_2000
405,Adhu,2004,,6.4,0,drama,tamil,after_2000,drama tamil after_2000
406,Virodhi,2011,,6.6,34,drama,telugu,after_2000,drama telugu after_2000
407,Umno O Jhumno,1975,,6.4,0,drama,bengali,before_1980,drama bengali before_1980
408,Anokha Aspatal,1989,91 min,6.8,12,comedy,hindi,1980_1990,comedy hindi 1980_1990
409,Dhill,2001,158 min,7.0,789,action drama,tamil,after_2000,action drama tamil after_2000
410,Mudhal Idam,2011,145 min,6.4,0,comedy romance,tamil,after_2000,comedy romance tamil after_2000
411,Mangaata,2016,107 min,6.4,0,drama,kannada,after_2000,drama kannada after_2000
412,Hiro Ghoghe Jai Avyo,1983,,6.4,0,comedy,gujarati,1980_1990,comedy gujarati 1980_1990
413,Savidham,1992,,6.3,14,romance,malayalam,1990_2000,romance malayalam 1990_2000
414,Aavartan,2021,116 min,6.4,0,musical,hindi,after_2000,musical hindi after_2000
415,Itihaas Konna,2000,125 min,6.4,0,war,bengali,after_2000,war bengali after_2000
416,"I, Me aur Main",2013,108 min,4.6,1807,comedy drama musical,hindi,after_2000,comedy drama musical hindi after_2000
417,Envazhi Thani Vazhi,2015,130 min,3.4,19,action,tamil,after_2000,action tamil after_2000
418,Saya E Khuda E Zuljalal,2016,105 min,6.9,129,action drama history,urdu,after_2000,action drama history urdu after_2000
419,Marg,1996,88 min,6.4,0,drama,bengali,1990_2000,drama bengali 1990_2000
420,Irada,1971,,6.4,0,romance,hindi,before_1980,romance hindi before_1980
421,Hind Ki Wali,1978,,6.4,0,drama,hindi,before_1980,drama hindi before_1980
422,Parichay,1941,141 min,6.4,0,drama,bengali,before_1980,drama bengali before_1980
423,Teri Yaad,2021,3 min,6.4,0,short romance,urdu,after_2000,short romance urdu after_2000
424,Ajji,2017,104 min,6.9,939,drama,hindi,after_2000,drama hindi after_2000
425,Golmaal,2003,130 min,7.0,595,comedy,telugu,after_2000,comedy telugu after_2000
426, Mann Mayal,2016,,8.1,35,drama romance,oriya,after_2000,drama romance oriya after_2000
427,The Sound of One Leg Dancing,2011,30 min,6.4,0,documentary short drama,nepali,after_2000,documentary short drama nepali after_2000
428,"Right Here, Right Now",2003,28 min,7.9,209,short comedy drama,malayalam,after_2000,short comedy drama malayalam after_2000
429,Raaste Kaa Patthar,1972,133 min,5.7,83,drama romance,hindi,before_1980,drama romance hindi before_1980
430,Pyaar Hi Pyaar Mein,2003,,7.2,10,drama romance,urdu,after_2000,drama romance urdu after_2000
431,Awaragardi,1990,,5.4,8,action,hindi,1990_2000,action hindi 1990_2000
432,Ammaleni Puttinellu,1996,,6.4,0,family,telugu,1990_2000,family telugu 1990_2000
433,Bharat Ke Shaheed,1972,,6.4,0,drama history,hindi,before_1980,drama history hindi before_1980
434,Lucky: No Time for Love,2005,180 min,4.7,3276,musical drama romance,hindi,after_2000,musical drama romance hindi after_2000
435,Kalyug,1981,152 min,7.8,493,drama,hindi,1980_1990,drama hindi 1980_1990
436,Jadui Ratan,1947,,6.4,0,action fantasy,hindi,before_1980,action fantasy hindi before_1980
437,Theeviram,2020,108 min,5.5,22,drama thriller,tamil,after_2000,drama thriller tamil after_2000
438,Kavi,1949,151 min,7.5,10,drama,bengali,before_1980,drama bengali before_1980
439,Phir Aayee Barsat,1985,,7.8,6,romance,hindi,1980_1990,romance hindi 1980_1990
440,Loh Purush,1999,,5.3,15,action,hindi,1990_2000,action hindi 1990_2000
441,Jollad,1998,,6.4,0,action,bengali,1990_2000,action bengali 1990_2000
442,Police Custody,1995,,6.4,0,action,hindi,1990_2000,action hindi 1990_2000
443,Durga Aali Ghara,1996,,6.4,0,drama,marathi,1990_2000,drama marathi 1990_2000
444,Chirodini Tumi Je Amar,2008,180 min,6.7,367,romance,bengali,after_2000,romance bengali after_2000
445,Asees,2018,127 min,7.5,191,drama,punjabi,after_2000,drama punjabi after_2000
446,Superstar Kidnap,2015,120 min,6.6,631,thriller,telugu,after_2000,thriller telugu after_2000
447,Kutty Srank: The Sailor of Hearts,2009,127 min,7.0,494,drama,malayalam,after_2000,drama malayalam after_2000
448,Thiranthidu Seese,2015,123 min,6.5,26,drama thriller,tamil,after_2000,drama thriller tamil after_2000
449,Before You Go-Love,2020,52 min,6.4,0,drama romance,hindi,after_2000,drama romance hindi after_2000
450,Yalgaar,1992,192 min,5.4,413,action drama thriller,hindi,1990_2000,action drama thriller hindi 1990_2000
451,Naani,2004,155 min,5.3,1150,romance,telugu,after_2000,romance telugu after_2000
452,Nausherwan-E-Adil,1957,137 min,6.4,17,action adventure drama,oriya,before_1980,action adventure drama oriya before_1980
453,Lovers,1983,,4.7,27,comedy drama romance,hindi,1980_1990,comedy drama romance hindi 1980_1990
454,Sringara Velan,2013,170 min,3.2,217,comedy,tamil,after_2000,comedy tamil after_2000
455,Panakkara Penn,1976,,6.4,0,drama,tamil,before_1980,drama tamil before_1980
456,Nafrat,1987,,6.4,0,action,hindi,1980_1990,action hindi 1980_1990
457,Amar Jonmobhumi,1973,,6.4,0,war,bengali,before_1980,war bengali before_1980
458,Chand Sa Roshan Chehra,2005,120 min,4.8,52,romance,hindi,after_2000,romance hindi after_2000
459,Seasons Greeting,2019,47 min,5.4,24,drama,hindi,after_2000,drama hindi after_2000
460,Premleela,2019,,6.4,0,romance,nepali,after_2000,romance nepali after_2000
461,Jarasandha,1938,,6.4,0,musical drama,telugu,before_1980,musical drama telugu before_1980
462,Jalpari: The Desert Mermaid,2012,94 min,7.1,371,drama family mystery,hindi,after_2000,drama family mystery hindi after_2000
463,Prem Rahasya,1981,,6.4,0,romance,hindi,1980_1990,romance hindi 1980_1990
464,Dandam,2019,150 min,8.1,15,action,marathi,after_2000,action marathi after_2000
465,Meenathil Thalikettu,1998,,6.6,237,comedy drama family,malayalam,1990_2000,comedy drama family malayalam 1990_2000
466,Oru Naal Iravil,2015,134 min,6.8,143,drama thriller,tamil,after_2000,drama thriller tamil after_2000
467,Phata Poster Nikhla Hero,2013,146 min,4.8,4423,action comedy,hindi,after_2000,action comedy hindi after_2000
468,Chintamani,1956,158 min,6.4,0,drama,telugu,before_1980,drama telugu before_1980
469,Billoo Baadshah,1989,148 min,4.6,39,action crime drama,hindi,1980_1990,action crime drama hindi 1980_1990
470,Prem Geet 2,2017,138 min,7.4,113,drama romance,nepali,after_2000,drama romance nepali after_2000
471,Asthikkoru Aanum Asaikku Oru Ponnum,1962,,6.4,0,romance,tamil,before_1980,romance tamil before_1980
472,Istam,2001,150 min,5.8,37,romance,telugu,after_2000,romance telugu after_2000
473,Kathayariyathe,1981,122 min,6.4,0,drama,malayalam,1980_1990,drama malayalam 1980_1990
474,Tomake Chai,2017,121 min,5.3,91,romance,bengali,after_2000,romance bengali after_2000
475,Shoonya,2020,,6.4,0,drama,hindi,after_2000,drama hindi after_2000
476,Singara Chennai,2004,109 min,6.4,0,drama,tamil,after_2000,drama tamil after_2000
477,8MM Bullet,2018,146 min,7.0,64,crime,kannada,after_2000,crime kannada after_2000
478,Sesham Kazhchayil,1983,,6.3,20,drama,malayalam,1980_1990,drama malayalam 1980_1990
479,Nam Naadu,2007,160 min,4.0,18,action crime drama,tamil,after_2000,action crime drama tamil after_2000
480,Drishyam,2013,160 min,8.3,34691,crime drama thriller,malayalam,after_2000,crime drama thriller malayalam after_2000
481,Hum Tumhe Yaad Aayenge,2000,,6.4,0,romance,hindi,after_2000,romance hindi after_2000
482,Kaalai,2008,128 min,3.3,113,action,tamil,after_2000,action tamil after_2000
483,Kirayadar,1986,146 min,6.3,75,comedy drama,hindi,1980_1990,comedy drama hindi 1980_1990
